order_id,order_date,amount,currency,customer_name,channel
RZPM4534001,2026-01-25,74410.13,INR,Aditya Menon,UPI
RZPM4687574,2026-02-25,48892.99,INR,Harsh Vardhan,NETBANKING
RZPM4224423,2026-01-21,5900.65,INR,Aarav Patel,NETBANKING
RZPM4143276,2026-02-17,82450.50,INR,Aarav Patel,UPI
RZPM4178203,2026-01-20,37520.15,INR,Tanvi Rao,WALLET
RZPM4617815,2026-02-24,599.00,INR,Aisha Khan,CARD
RZPM4247897,2026-01-20,120494.04,INR,Pooja Nair,NETBANKING
RZPM4827246,2026-02-05,124457.40,INR,Jhanvi Kapoor,CARD
RZPM4647404,2026-03-19,49741.75,INR,Pooja Nair,WALLET
RZPM4553865,2026-02-25,85444.65,INR,Vikram Singh,CARD
RZPM4785420,2026-02-23,98296.78,INR,Aarav Patel,NETBANKING
RZPM4319465,2026-03-24,2199.00,INR,Sneha Pillai,CARD
RZPM4453241,2026-01-25,2358.85,INR,Siddharth Bose,CARD
RZPM4757946,2026-02-27,114960.76,INR,Fatima Sheikh,NETBANKING
RZPM4842549,2026-01-15,69412.99,INR,Yash Agarwal,NETBANKING
RZPM4201681,2026-03-27,17320.80,INR,Rajesh Kumar,WALLET
RZPM4738884,2026-03-17,599.00,INR,Diya Banerjee,CARD
RZPM4218067,2026-01-09,349.00,INR,Riya Chakraborty,CARD
RZPM4272984,2026-03-23,63011.98,INR,Kunal Deshmukh,NETBANKING
RZPM4359787,2026-01-12,8328.20,INR,Fatima Sheikh,NETBANKING
RZPM4341606,2026-01-23,1599.00,INR,Meera Iyer,CARD
RZPM4594712,2026-03-20,17517.67,INR,Meera Iyer,WALLET
RZPM4391506,2026-01-25,89600.47,INR,Manish Tiwari,WALLET
RZPM4723977,2026-01-30,73640.68,INR,Yash Agarwal,WALLET
RZPM4747073,2026-01-31,17029.35,INR,Jhanvi Kapoor,WALLET
RZPM4575154,2026-01-31,58952.75,INR,Ishita Ghosh,NETBANKING
RZPM4553026,2026-01-24,10583.56,INR,Arjun Malhotra,UPI
RZPM4456711,2026-02-26,899.00,INR,Pooja Nair,UPI
RZPM4751217,2026-02-28,11265.13,INR,Diya Banerjee,NETBANKING
RZPM4253767,2026-02-19,10055.54,INR,Aisha Khan,WALLET
RZPM4391192,2026-01-23,1599.00,INR,Nandini Kaur,NETBANKING
RZPM4361787,2026-02-24,16926.18,INR,Ishita Ghosh,CARD
RZPM-4319767,2026-03-06,2199.00,INR,Tanvi Rao,UPI
RZPM4551044,2026-03-06,78426.04,INR,Harsh Vardhan,CARD
RZPM4659721,2026-02-21,899.00,INR,Rohit Kulkarni,WALLET
RZPM4241465,2026-02-26,19678.92,INR,Jhanvi Kapoor,CARD
RZPM4342935,2026-03-18,57385.58,INR,Sanjay Mehta,NETBANKING
RZPM4493517,2026-02-10,14921.43,INR,Pooja Nair,CARD
RZPM4858581,2026-01-11,37527.68,INR,Gaurav Saxena,CARD
RZPM4169578,2026-01-30,24851.80,INR,Aisha Khan,CARD
RZPM4893728,2026-02-14,50304.44,INR,Nandini Kaur,CARD
RZPM4261834,2026-02-14,3999.00,INR,Aisha Khan,WALLET
RZPM4381373,2026-01-27,74630.40,INR,Nandini Kaur,CARD
RZPM4777120,2026-03-17,3999.00,INR,Nikhil Joshi,UPI
RZPM4689089,2026-01-19,112610.79,INR,Riya Chakraborty,UPI
RZPM4177704,2026-01-31,115382.30,INR,Yash Agarwal,NETBANKING
RZPM4214637,2026-03-26,77532.14,INR,Harsh Vardhan,WALLET
RZPM4590814,2026-03-21,73375.74,INR,Riya Chakraborty,NETBANKING
RZPM4639147,2026-01-09,899.00,INR,Shreya Bansal,NETBANKING
RZPM4651074,2026-01-12,17375.48,INR,Tanvi Rao,WALLET
RZPM4535140,2026-01-21,29183.94,INR,Aditya Menon,UPI
RZPM4560425,2026-02-03,47035.21,INR,Vikram Singh,NETBANKING
RZPM4761588,2026-01-18,3198.49,INR,Aarav Patel,UPI
RZPM4659976,2026-01-08,90054.87,INR,Nandini Kaur,UPI
RZPM4125758,2026-02-20,2199.00,INR,Ishita Ghosh,NETBANKING
RZPM4404003,2026-02-21,50821.56,INR,Rohit Kulkarni,UPI
RZPM4147704,2026-03-26,349.00,INR,Vikram Singh,UPI
RZPM-4882116,2026-01-24,599.00,INR,Meera Iyer,CARD
RZPM4811529,2026-01-29,74813.67,INR,Ananya Sharma,CARD
RZPM4129108,2026-03-09,121804.43,INR,Kavya Reddy,WALLET
RZPM4709620,2026-02-12,599.00,INR,Yash Agarwal,NETBANKING
RZPM4768422,2026-01-10,23405.85,INR,Nikhil Joshi,WALLET
RZPM4881860,2026-03-06,899.00,INR,Kunal Deshmukh,WALLET
RZPM4203664,2026-01-31,32968.39,INR,Nikhil Joshi,CARD
RZPM4211849,2026-02-10,108320.69,INR,Leela Krishnan,CARD
RZPM4731469,2026-02-12,3653.24,INR,Manish Tiwari,CARD
RZPM4116742,2026-03-08,28173.30,INR,Gaurav Saxena,UPI
RZPM4526875,2026-01-22,6162.33,INR,Rohit Kulkarni,WALLET
RZPM4809356,2026-01-24,48787.27,INR,Riya Chakraborty,CARD
RZPM4774617,2026-01-25,80639.11,INR,Aarav Patel,WALLET
RZPM4356770,2026-01-16,113206.71,INR,Sneha Pillai,NETBANKING
RZPM4613803,2026-03-03,15668.74,INR,Nandini Kaur,NETBANKING
RZPM4522109,2026-02-18,12468.81,INR,Rohit Kulkarni,WALLET
