order_id,order_date,amount,customer
ORD1115,2026-07-02,14963.85,cust_4872
ORD1116,2026-07-06,41959.13,cust_5016
ORD1117,2026-07-01,9298.0,cust_2959
ORD1117,2026-07-01,9298.0,cust_2959
ORD1118,2026-07-22,32376.34,cust_9671
ORD1119,2026-07-25,3834.79,cust_2147
ORD1119,2026-07-25,3834.79,cust_2147
ORD1120,2026-07-14,22016.98,cust_5138
ORD1121,2026-07-15,14661.7,cust_8813
ORD1122,2026-07-25,31879.87,cust_9765
ORD1123,2026-07-25,41776.83,cust_6155
ORD1124,2026-07-04,34727.1,cust_2439
ORD1125,2026-07-05,2163.29,cust_3112
ORD1126,2026-07-15,30940.65,cust_1575
ORD1127,2026-07-22,3550.03,cust_6583
ORD1128,2026-07-17,4313.68,cust_7453
ORD1129,2026-07-23,43376.77,cust_1839
ORD1130,2026-07-10,40986.78,cust_3212
ORD1131,2026-07-23,3643.45,cust_3686
ORD1132,2026-07-06,11164.63,cust_7338
ORD1133,2026-07-23,15542.44,cust_3019
ORD1134,2026-07-15,43742.86,cust_2916
ORD1135,2026-07-09,42461.49,cust_7335
ORD1136,2026-07-08,43059.69,cust_5730
ORD1137,2026-07-23,9483.03,cust_3123
ORD1138,2026-07-16,5261.51,cust_9405
ORD1139,2026-07-26,11532.58,cust_5180
ORD1140,2026-07-27,44580.31,cust_3433
ORD1141,2026-07-11,8190.07,cust_6596
ORD1142,2026-07-22,19119.64,cust_1001
ORD1143,2026-07-19,15799.39,cust_5166
ORD1144,2026-07-11,10642.55,cust_6206
ORD1145,2026-07-10,17171.89,cust_6781
ORD1146,2026-07-10,5405.77,cust_4721
ORD1147,2026-07-22,18770.46,cust_5003
ORD1148,2026-07-24,8128.36,cust_3466
ORD1149,2026-07-09,22952.43,cust_6339
ORD1150,2026-07-14,37866.76,cust_3188
ORD1151,2026-07-18,32239.75,cust_1898
ORD1152,2026-07-28,8183.3,cust_6238
ORD1153,2026-07-28,42252.16,cust_9889
ORD1154,2026-07-27,24875.74,cust_8466
ORD1155,2026-07-26,21049.73,cust_4508
ORD1156,2026-07-12,11595.84,cust_2644
ORD1157,2026-07-01,40685.31,cust_1418
ORD1158,2026-07-12,3644.09,cust_2108
ORD1159,2026-07-07,38765.83,cust_7583
ORD1160,2026-07-13,14289.74,cust_8708
ORD1161,2026-07-12,33151.25,cust_6104
ORD1162,2026-07-20,26643.19,cust_9495
ORD1163,2026-07-16,20353.06,cust_1193
ORD1164,2026-07-07,9774.73,cust_9892
ORD1165,2026-07-22,31467.76,cust_3045
ORD1165,2026-07-22,31467.76,cust_3045
ORD1166,2026-07-15,26793.76,cust_8083
ORD1167,2026-07-14,44943.32,cust_4011
ORD1167,2026-07-14,44943.32,cust_4011
ORD1168,2026-07-27,23426.26,cust_6842
ORD1169,2026-07-08,35828.85,cust_1946
ORD1170,2026-07-12,39798.39,cust_8101
ORD1170,2026-07-12,39798.39,cust_8101
ORD1171,2026-07-13,28844.07,cust_2261
ORD1172,2026-07-10,44627.38,cust_9446
ORD1173,2026-07-16,24835.63,cust_9197
ORD1173,2026-07-16,24835.63,cust_9197
ORD1174,2026-07-22,39271.58,cust_7193
ORD1175,2026-07-06,1280.87,cust_2848
ORD1176,2026-07-02,9729.03,cust_1383
ORD1177,2026-07-17,21076.94,cust_3530
ORD1178,2026-07-05,28582.67,cust_1498
ORD1179,2026-07-05,27293.99,cust_5245
ORD1180,2026-07-08,19202.05,cust_9408
ORD1181,2026-07-02,4609.9,cust_1092
ORD1182,2026-07-23,7861.6,cust_4883
ORD1183,2026-07-08,23492.25,cust_3874
ORD1184,2026-07-28,9488.87,cust_2799
ORD1185,2026-07-23,10104.77,cust_7953
ORD1186,2026-07-16,42513.66,cust_8251
ORD1187,2026-07-28,3598.76,cust_7800
ORD1188,2026-07-06,28922.56,cust_9896
ORD1189,2026-07-24,11407.73,cust_4258
ORD1190,2026-07-06,39182.86,cust_6841
ORD1191,2026-07-10,14296.71,cust_4580
ORD1192,2026-07-03,6843.42,cust_6173
ORD1193,2026-07-17,13677.95,cust_7842
ORD1194,2026-07-27,20072.25,cust_8966
ORD1195,2026-07-09,21478.52,cust_4243
ORD1196,2026-07-19,23150.03,cust_9194
ORD1197,2026-07-08,3761.35,cust_7282
ORD1198,2026-07-04,16257.09,cust_7965
ORD1199,2026-07-12,31870.8,cust_7421
ORD1199,2026-07-12,31870.8,cust_7421
ORD1200,2026-07-15,38963.17,cust_9976
ORD1201,2026-07-02,38302.7,cust_8811
ORD1202,2026-07-17,28532.92,cust_7580
ORD1203,2026-07-20,13770.91,cust_1064
ORD1203,2026-07-20,13770.91,cust_1064
ORD1204,2026-07-21,16780.25,cust_7533
ORD1205,2026-07-11,36147.02,cust_3562
ORD1206,2026-07-10,5636.08,cust_1438
ORD1207,2026-07-26,21843.12,cust_9121
ORD1207,2026-07-26,21843.12,cust_9121
ORD1208,2026-07-12,23705.34,cust_1324
ORD1209,2026-07-18,24172.65,cust_6326
ORD1209,2026-07-18,24172.65,cust_6326
ORD1210,2026-07-04,15301.64,cust_7342
ORD1211,2026-07-26,17752.98,cust_6945
ORD1212,2026-07-09,40161.45,cust_5717
ORD1213,2026-07-06,42298.42,cust_7181
ORD1214,2026-07-07,3146.73,cust_3303
ORD1215,2026-07-08,10257.69,cust_8153
ORD1216,2026-07-04,33137.16,cust_2754
ORD1217,2026-07-18,25012.25,cust_2467
ORD1218,2026-07-14,37769.99,cust_1653
ORD1219,2026-07-28,33000.63,cust_7917
ORD1219,2026-07-28,33000.63,cust_7917
ORD1220,2026-07-21,39345.27,cust_3940
ORD1221,2026-07-10,2195.29,cust_1916
ORD1222,2026-07-04,2236.04,cust_6370
ORD1223,2026-07-06,5266.52,cust_4235
ORD1224,2026-07-22,42382.99,cust_4244
ORD1225,2026-07-04,44065.89,cust_8118
ORD1226,2026-07-14,11772.43,cust_4811
ORD1227,2026-07-01,44772.75,cust_3868
ORD1228,2026-07-06,40230.45,cust_6751
ORD1229,2026-07-20,30791.44,cust_1549
ORD1230,2026-07-18,35695.72,cust_1226
ORD1231,2026-07-01,27244.96,cust_6521
ORD1232,2026-07-17,42479.36,cust_1788
ORD1233,2026-07-16,8289.54,cust_7280
ORD1234,2026-07-23,29253.08,cust_9197
ORD1235,2026-07-28,36014.7,cust_7784
ORD1236,2026-07-19,17433.32,cust_7697
ORD1237,2026-07-16,43019.81,cust_3642
ORD1238,2026-07-13,8993.4,cust_4456
ORD1239,2026-07-19,31116.42,cust_6214
ORD1240,2026-07-06,26025.67,cust_9946
ORD1241,2026-07-09,38701.38,cust_2359
ORD1242,2026-07-27,34184.21,cust_3442
ORD1243,2026-07-25,4176.39,cust_7788
ORD1244,2026-07-19,23088.23,cust_1071
ORD1245,2026-07-19,35080.1,cust_2685
ORD1246,2026-07-09,39504.81,cust_8133
ORD1247,2026-07-03,32999.47,cust_7035
ORD1248,2026-07-02,22476.6,cust_5903
ORD1249,2026-07-03,29617.09,cust_5553
ORD1250,2026-07-07,41437.48,cust_9205
ORD1251,2026-07-15,29116.67,cust_6205
ORD1252,2026-07-04,2561.7,cust_3373
ORD1253,2026-07-20,44478.69,cust_9862
ORD1254,2026-07-12,28840.26,cust_7168
ORD1255,2026-07-09,36764.38,cust_1544
ORD1256,2026-07-16,1637.74,cust_2340
ORD1257,2026-07-07,21172.8,cust_8684
ORD1257,2026-07-07,21172.8,cust_8684
ORD1258,2026-07-24,13449.51,cust_4036
ORD1259,2026-07-21,36753.88,cust_2967
ORD1260,2026-07-11,7808.87,cust_4655
ORD1261,2026-07-09,12050.64,cust_1998
ORD1262,2026-07-20,13936.3,cust_2033
ORD1263,2026-07-18,28296.37,cust_8267
ORD1264,2026-07-14,41161.76,cust_6124
ORD1265,2026-07-08,29539.92,cust_8878
ORD1265,2026-07-08,29539.92,cust_8878
ORD1266,2026-07-09,7642.15,cust_2961
ORD1267,2026-07-13,40080.02,cust_3246
ORD1268,2026-07-16,42028.5,cust_7023
ORD1269,2026-07-18,22638.05,cust_6382
ORD1270,2026-07-11,39930.47,cust_7024
ORD1270,2026-07-11,39930.47,cust_7024
ORD1271,2026-07-04,44183.62,cust_3299
ORD1272,2026-07-11,17634.14,cust_9969
ORD1273,2026-07-25,1775.54,cust_4351
ORD1273,2026-07-25,1775.54,cust_4351
ORD1274,2026-07-04,43076.2,cust_8458
ORD1275,2026-07-19,35119.82,cust_6936
ORD1276,2026-07-21,9301.61,cust_3865
ORD1277,2026-07-20,8973.72,cust_5801
ORD1278,2026-07-14,937.93,cust_2161
ORD1279,2026-07-25,37739.2,cust_2808
ORD1280,2026-07-07,30680.49,cust_1029
ORD1281,2026-07-02,43883.93,cust_2434
ORD1282,2026-07-19,31344.46,cust_9440
ORD1283,2026-07-23,26732.98,cust_3961
ORD1284,2026-07-06,40824.14,cust_4672
ORD1285,2026-07-04,12401.62,cust_9446
ORD1286,2026-07-22,43505.04,cust_7636
ORD1287,2026-07-27,31546.8,cust_7954
ORD1288,2026-07-27,33708.09,cust_5430
ORD1289,2026-07-12,39251.34,cust_1361
ORD1290,2026-07-14,28236.38,cust_7311
ORD1291,2026-07-12,32809.98,cust_3185
ORD1292,2026-07-12,11850.58,cust_3321
ORD1293,2026-07-06,7249.24,cust_2808
ORD1294,2026-07-06,14263.17,cust_2573
ORD1295,2026-07-14,21118.12,cust_1247
ORD1296,2026-07-08,19308.5,cust_4878
ORD1297,2026-07-08,40343.26,cust_6855
ORD1298,2026-07-25,4619.95,cust_8822
ORD1298,2026-07-25,4619.95,cust_8822
ORD1299,2026-07-14,15430.63,cust_1681
ORD1300,2026-07-22,44669.36,cust_1801
ORD1301,2026-07-17,11128.35,cust_1616
ORD1302,2026-07-03,12061.1,cust_6433
ORD1303,2026-07-11,29372.93,cust_7940
ORD1304,2026-07-03,23291.37,cust_8322
ORD1305,2026-07-22,7384.06,cust_6002
ORD1306,2026-07-04,31926.07,cust_8026
ORD1307,2026-07-19,2521.01,cust_3005
ORD1308,2026-07-26,3098.24,cust_9304
ORD1309,2026-07-11,2625.86,cust_9534
ORD1310,2026-07-06,10687.11,cust_4432
ORD1311,2026-07-15,4569.89,cust_8652
ORD1312,2026-07-23,10411.26,cust_7526
ORD1313,2026-07-07,18653.87,cust_9784
ORD1314,2026-07-12,15406.1,cust_5361
ORD1315,2026-07-02,18333.68,cust_8056
ORD1316,2026-07-05,4275.06,cust_1931
ORD1317,2026-07-09,41437.73,cust_2636
ORD1318,2026-07-17,30779.93,cust_5145
ORD1319,2026-07-22,41658.93,cust_8338
ORD1320,2026-07-03,42058.14,cust_8758
ORD1321,2026-07-03,22023.59,cust_3081
ORD1322,2026-07-23,8725.33,cust_1740
ORD1323,2026-07-04,36178.45,cust_4932
ORD1324,2026-07-08,26443.51,cust_5395
ORD1325,2026-07-06,31448.61,cust_7008
ORD1326,2026-07-06,44028.06,cust_8175
ORD1327,2026-07-01,6375.05,cust_9911
ORD1328,2026-07-21,40872.73,cust_5270
ORD1328,2026-07-21,40872.73,cust_5270
ORD1329,2026-07-04,36445.87,cust_2506
ORD1330,2026-07-02,39397.66,cust_2379
ORD1331,2026-07-19,14664.94,cust_8241
ORD1332,2026-07-10,23583.85,cust_8912
ORD1333,2026-07-05,17129.67,cust_9363
ORD1333,2026-07-05,17129.67,cust_9363
ORD1334,2026-07-20,12845.06,cust_9239
ORD1335,2026-07-17,1495.96,cust_8040
ORD1336,2026-07-02,24166.34,cust_5518
ORD1337,2026-07-25,28462.93,cust_8305
ORD1338,2026-07-17,21697.62,cust_9369
ORD1339,2026-07-18,13422.66,cust_7586
ORD1340,2026-07-27,11927.5,cust_6253
ORD1341,2026-07-24,20615.35,cust_6864
ORD1342,2026-07-15,16496.04,cust_6904
ORD1343,2026-07-26,19731.72,cust_5191
ORD1344,2026-07-09,24904.37,cust_6599
ORD1345,2026-07-14,1940.14,cust_9597
ORD1346,2026-07-26,35884.98,cust_6577
ORD1347,2026-07-04,32524.37,cust_4047
ORD1348,2026-07-04,16932.21,cust_5421
ORD1349,2026-07-02,32186.65,cust_6552
ORD1350,2026-07-28,43123.92,cust_5727
ORD1351,2026-07-05,14475.07,cust_4004
ORD1351,2026-07-05,14475.07,cust_4004
ORD1352,2026-07-12,13001.49,cust_5020
ORD1353,2026-07-02,38399.39,cust_1883
ORD1354,2026-07-14,9057.43,cust_7138
ORD1355,2026-07-04,40674.13,cust_8201
ORD1356,2026-07-20,44482.66,cust_1331
ORD1357,2026-07-13,8770.3,cust_1181
ORD1358,2026-07-04,34375.52,cust_6455
ORD1359,2026-07-20,32386.21,cust_4389
ORD1360,2026-07-19,30508.19,cust_4796
ORD1361,2026-07-04,9408.46,cust_4943
ORD1362,2026-07-16,26576.78,cust_6275
ORD1363,2026-07-19,14977.39,cust_2474
ORD1364,2026-07-04,11062.88,cust_8217
ORD1365,2026-07-14,41224.15,cust_1252
ORD1366,2026-07-04,15270.92,cust_7544
ORD1367,2026-07-21,38617.87,cust_4990
ORD1368,2026-07-19,11205.07,cust_1621
ORD1369,2026-07-09,21387.64,cust_8850
ORD1370,2026-07-01,2919.85,cust_7231
ORD1370,2026-07-01,2919.85,cust_7231
ORD1371,2026-07-08,27156.51,cust_3870
ORD1372,2026-07-18,43052.95,cust_3618
ORD1373,2026-07-25,33994.48,cust_8215
ORD1374,2026-07-10,21052.58,cust_4481
ORD1375,2026-07-03,4660.96,cust_2490
ORD1376,2026-07-12,713.85,cust_7723
ORD1377,2026-07-10,41400.7,cust_6699
ORD1378,2026-07-23,8030.58,cust_9365
ORD1379,2026-07-12,13415.95,cust_9864
ORD1380,2026-07-13,16420.96,cust_6496
ORD1381,2026-07-10,34385.26,cust_7051
ORD1382,2026-07-22,44298.64,cust_6366
ORD1383,2026-07-11,30492.79,cust_2866
ORD1384,2026-07-06,19074.76,cust_6912
ORD1385,2026-07-13,663.12,cust_4239
ORD1386,2026-07-12,18562.38,cust_4812
ORD1387,2026-07-06,37520.06,cust_7143
ORD1388,2026-07-01,17260.71,cust_6255
ORD1389,2026-07-22,2376.88,cust_9942
ORD1390,2026-07-18,8198.13,cust_3858
ORD1391,2026-07-26,29183.08,cust_3230
ORD1392,2026-07-28,14472.43,cust_9752
ORD1393,2026-07-23,22010.38,cust_2823
ORD1394,2026-07-09,14236.02,cust_4295
ORD1395,2026-07-24,37441.7,cust_3068
ORD1396,2026-07-16,20457.13,cust_3689
ORD1397,2026-07-21,42128.56,cust_2323
ORD1398,2026-07-19,42059.02,cust_9391
ORD1399,2026-07-09,36384.95,cust_2150
ORD1400,2026-07-27,42754.18,cust_1382
ORD1401,2026-07-20,40116.83,cust_8209
ORD1402,2026-07-18,11120.18,cust_3989
ORD1403,2026-07-11,40486.02,cust_6551
ORD1404,2026-07-05,15477.5,cust_2082
ORD1405,2026-07-01,28274.69,cust_2979
ORD1406,2026-07-06,31704.91,cust_5566
ORD1407,2026-07-24,40789.52,cust_4357
ORD1408,2026-07-20,35913.3,cust_5602
ORD1409,2026-07-26,3121.59,cust_5690
ORD1410,2026-07-10,4571.18,cust_8930
ORD1411,2026-07-13,31619.62,cust_8602
ORD1412,2026-07-26,36383.44,cust_4222
ORD1413,2026-07-09,12548.44,cust_9363
ORD1414,2026-07-05,31428.91,cust_7489
ORD1415,2026-07-08,4726.34,cust_8205
ORD1416,2026-07-12,22806.56,cust_1435
ORD1417,2026-07-06,15960.83,cust_7652
ORD1418,2026-07-14,41375.18,cust_8730
ORD1419,2026-07-26,42650.93,cust_5075
ORD1420,2026-07-04,12234.02,cust_6711
ORD1421,2026-07-16,13044.56,cust_4567
ORD1422,2026-07-14,36433.0,cust_5958
ORD1423,2026-07-26,37466.74,cust_3055
ORD1424,2026-07-10,30414.15,cust_2566
ORD1425,2026-07-14,37632.35,cust_8156
ORD1426,2026-07-05,18831.52,cust_9348
ORD1427,2026-07-11,10342.94,cust_8110
ORD1428,2026-07-05,4939.28,cust_4112
ORD1429,2026-07-16,26594.2,cust_4164
ORD1430,2026-07-21,22914.89,cust_2624
ORD1431,2026-07-28,9366.13,cust_1627
ORD1432,2026-07-18,19872.8,cust_6020
ORD1433,2026-07-19,8151.99,cust_6681
ORD1434,2026-07-04,21857.33,cust_2068
ORD1435,2026-07-23,14161.9,cust_5136
ORD1436,2026-07-02,37831.89,cust_1827
ORD1437,2026-07-07,4240.86,cust_5139
ORD1438,2026-07-16,8616.36,cust_1002
ORD1439,2026-07-08,17033.8,cust_7775
ORD1440,2026-07-25,10444.08,cust_1135
ORD1441,2026-07-24,5312.23,cust_9033
ORD1442,2026-07-08,9801.06,cust_1600
ORD1443,2026-07-25,17775.6,cust_9740
ORD1444,2026-07-08,14404.9,cust_2190
ORD1445,2026-07-19,34702.41,cust_8798
ORD1446,2026-07-06,37344.14,cust_7679
ORD1447,2026-07-18,10099.01,cust_5015
ORD1448,2026-07-03,30982.23,cust_8059
ORD1449,2026-07-01,12020.08,cust_8999
ORD1450,2026-07-27,9072.13,cust_3145
ORD1451,2026-07-14,32215.25,cust_4351
ORD1452,2026-07-21,17992.23,cust_1042
ORD1453,2026-07-13,20152.27,cust_6324
ORD1453,2026-07-13,20152.27,cust_6324
ORD1454,2026-07-11,3520.97,cust_1795
ORD1455,2026-07-10,2416.14,cust_5838
ORD1456,2026-07-04,4580.62,cust_2116
ORD1457,2026-07-25,32719.99,cust_7040
ORD1458,2026-07-20,18075.48,cust_9213
ORD1458,2026-07-20,18075.48,cust_9213
ORD1459,2026-07-04,5741.73,cust_8601
ORD1460,2026-07-16,43542.28,cust_7276
ORD1461,2026-07-08,17413.13,cust_4274
ORD1462,2026-07-16,29258.27,cust_7204
ORD1463,2026-07-17,34111.45,cust_5567
ORD1464,2026-07-21,20478.76,cust_4326
ORD1465,2026-07-15,17844.25,cust_5524
ORD1466,2026-07-05,27346.57,cust_3806
ORD1467,2026-07-05,42262.99,cust_4900
ORD1468,2026-07-18,1241.37,cust_2339
ORD1469,2026-07-20,20273.28,cust_5960
ORD1470,2026-07-23,34446.45,cust_2676
ORD1471,2026-07-10,23022.55,cust_1316
ORD1472,2026-07-12,6135.62,cust_8755
ORD1473,2026-07-01,1705.73,cust_9253
ORD1474,2026-07-21,4126.39,cust_2483
ORD1475,2026-07-05,13388.01,cust_7829
ORD1476,2026-07-09,26575.84,cust_6124
ORD1476,2026-07-09,26575.84,cust_6124
ORD1477,2026-07-19,33527.62,cust_2598
ORD1478,2026-07-20,3098.85,cust_2832
ORD1479,2026-07-03,25960.36,cust_4520
ORD1480,2026-07-10,8805.79,cust_8161
ORD1481,2026-07-10,20808.7,cust_6330
ORD1482,2026-07-18,12729.25,cust_9341
ORD1483,2026-07-26,23478.15,cust_6577
ORD1484,2026-07-12,5614.61,cust_9335
ORD1485,2026-07-24,14208.95,cust_5053
ORD1486,2026-07-17,12684.53,cust_4949
ORD1487,2026-07-09,42602.91,cust_4342
ORD1488,2026-07-18,29321.6,cust_1249
ORD1489,2026-07-28,31806.6,cust_6904
ORD1490,2026-07-07,18264.53,cust_3850
ORD1491,2026-07-22,36147.56,cust_4021
ORD1492,2026-07-21,29400.67,cust_7874
ORD1493,2026-07-13,17901.17,cust_7960
ORD1494,2026-07-12,30162.07,cust_5682
ORD1494,2026-07-12,30162.07,cust_5682
ORD1495,2026-07-22,25844.28,cust_9444
ORD1496,2026-07-07,17878.27,cust_3307
ORD1497,2026-07-18,21218.39,cust_2336
ORD1498,2026-07-22,33551.19,cust_3825
ORD1499,2026-07-26,12411.09,cust_8523
ORD1500,2026-07-11,14405.55,cust_7036
ORD1501,2026-07-06,4442.17,cust_9685
ORD1502,2026-07-16,15477.11,cust_2678
ORD1503,2026-07-23,25014.93,cust_6391
ORD1504,2026-07-10,4155.22,cust_4374
ORD1505,2026-07-01,42737.7,cust_4603
ORD1506,2026-07-15,1062.34,cust_7146
ORD1507,2026-07-04,43236.3,cust_4742
ORD1508,2026-07-08,1580.99,cust_2630
ORD1509,2026-07-23,19168.26,cust_9258
ORD1510,2026-07-08,20454.12,cust_4488
ORD1511,2026-07-19,44530.48,cust_3041
ORD1512,2026-07-18,7017.94,cust_7530
ORD1513,2026-07-09,15884.58,cust_3633
ORD1514,2026-07-03,32019.38,cust_6502
ORD1515,2026-07-07,36654.52,cust_6343
ORD1516,2026-07-17,17014.14,cust_2673
ORD1517,2026-07-23,33592.39,cust_5263
ORD1518,2026-07-14,35115.58,cust_8298
ORD1519,2026-07-15,21285.64,cust_6205
ORD1520,2026-07-23,28074.69,cust_2857
ORD1521,2026-07-24,30924.02,cust_3091
ORD1522,2026-07-16,30201.72,cust_4081
ORD1523,2026-07-24,20330.29,cust_1762
ORD1524,2026-07-27,43745.1,cust_3858
ORD1525,2026-07-03,3493.21,cust_1505
ORD1526,2026-07-24,18836.64,cust_2411
ORD1527,2026-07-08,38314.65,cust_1820
ORD1528,2026-07-11,14065.35,cust_9052
ORD1529,2026-07-13,3048.51,cust_9279
ORD1530,2026-07-02,27503.29,cust_8064
ORD1531,2026-07-01,1693.97,cust_1908
ORD1532,2026-07-28,37725.16,cust_9078
ORD1533,2026-07-27,4891.43,cust_7201
ORD1534,2026-07-13,28449.0,cust_7707
ORD1535,2026-07-16,24632.3,cust_7153
ORD1536,2026-07-04,18495.33,cust_2674
ORD1537,2026-07-24,19734.98,cust_9267
ORD1538,2026-07-04,33062.32,cust_8694
ORD1539,2026-07-20,39592.91,cust_5531
ORD1540,2026-07-27,21617.55,cust_5055
ORD1541,2026-07-19,21349.69,cust_2695
ORD1542,2026-07-11,14157.79,cust_4847
ORD1543,2026-07-19,36054.25,cust_1477
ORD1544,2026-07-15,39782.64,cust_3396
ORD1545,2026-07-10,28724.31,cust_9739
ORD1546,2026-07-23,13383.49,cust_1228
ORD1547,2026-07-11,32081.84,cust_1977
ORD1548,2026-07-01,41011.03,cust_3698
ORD1549,2026-07-08,33107.37,cust_4709
ORD1550,2026-07-26,35174.21,cust_2654
ORD1551,2026-07-15,23463.24,cust_7319
ORD1552,2026-07-05,36251.67,cust_3866
ORD1553,2026-07-12,1328.38,cust_5435
